PageID,PageName,Slug,Locale,Archetype,PrimaryKeyword,SecondaryKeywords,SemanticKeywords,AEOQuery,BrandedKeyword,SearchIntent,TargetLanguage,CanonicalURL,SuggestedInternalLinks,KeywordSource
terms_en,Terms and Conditions,en/terms,en,Legal,,,,,kairali guru,Navigational / Informational,en,https://kairali.guru/en/terms,"/en/courses, /en/contact",supporting semantic term
terms_de,Terms and Conditions,de/terms,de,Legal,,,,,kairali guru,Navigational / Informational,de,https://kairali.guru/de/terms,"/de/courses, /de/contact",supporting semantic term
terms_fr,Terms and Conditions,fr/terms,fr,Legal,,,,,kairali guru,Navigational / Informational,fr,https://kairali.guru/fr/terms,"/fr/courses, /fr/contact",supporting semantic term
terms_ar,Terms and Conditions,ar/terms,ar,Legal,,,,,kairali guru,Navigational / Informational,ar,https://kairali.guru/ar/terms,"/ar/courses, /ar/contact",supporting semantic term
terms_ru,Terms and Conditions,ru/terms,ru,Legal,,,,,kairali guru,Navigational / Informational,ru,https://kairali.guru/ru/terms,"/ru/courses, /ru/contact",supporting semantic term
refund-policy_en,Refund Policy,en/refund-policy,en,Legal,,,,,kairali guru,Navigational / Informational,en,https://kairali.guru/en/refund-policy,"/en/courses, /en/contact",supporting semantic term
refund-policy_de,Refund Policy,de/refund-policy,de,Legal,,,,,kairali guru,Navigational / Informational,de,https://kairali.guru/de/refund-policy,"/de/courses, /de/contact",supporting semantic term
refund-policy_fr,Refund Policy,fr/refund-policy,fr,Legal,,,,,kairali guru,Navigational / Informational,fr,https://kairali.guru/fr/refund-policy,"/fr/courses, /fr/contact",supporting semantic term
refund-policy_ar,Refund Policy,ar/refund-policy,ar,Legal,,,,,kairali guru,Navigational / Informational,ar,https://kairali.guru/ar/refund-policy,"/ar/courses, /ar/contact",supporting semantic term
refund-policy_ru,Refund Policy,ru/refund-policy,ru,Legal,,,,,kairali guru,Navigational / Informational,ru,https://kairali.guru/ru/refund-policy,"/ru/courses, /ru/contact",supporting semantic term
cookie-policy_en,Cookie Policy,en/cookie-policy,en,Legal,,,,,kairali guru,Navigational / Informational,en,https://kairali.guru/en/cookie-policy,"/en/courses, /en/contact",supporting semantic term
cookie-policy_de,Cookie Policy,de/cookie-policy,de,Legal,,,,,kairali guru,Navigational / Informational,de,https://kairali.guru/de/cookie-policy,"/de/courses, /de/contact",supporting semantic term
cookie-policy_fr,Cookie Policy,fr/cookie-policy,fr,Legal,,,,,kairali guru,Navigational / Informational,fr,https://kairali.guru/fr/cookie-policy,"/fr/courses, /fr/contact",supporting semantic term
cookie-policy_ar,Cookie Policy,ar/cookie-policy,ar,Legal,,,,,kairali guru,Navigational / Informational,ar,https://kairali.guru/ar/cookie-policy,"/ar/courses, /ar/contact",supporting semantic term
cookie-policy_ru,Cookie Policy,ru/cookie-policy,ru,Legal,,,,,kairali guru,Navigational / Informational,ru,https://kairali.guru/ru/cookie-policy,"/ru/courses, /ru/contact",supporting semantic term
accessibility_en,Accessibility Statement,en/accessibility,en,Legal,,,,,kairali guru,Navigational / Informational,en,https://kairali.guru/en/accessibility,"/en/courses, /en/contact",supporting semantic term
accessibility_de,Accessibility Statement,de/accessibility,de,Legal,,,,,kairali guru,Navigational / Informational,de,https://kairali.guru/de/accessibility,"/de/courses, /de/contact",supporting semantic term
accessibility_fr,Accessibility Statement,fr/accessibility,fr,Legal,,,,,kairali guru,Navigational / Informational,fr,https://kairali.guru/fr/accessibility,"/fr/courses, /fr/contact",supporting semantic term
accessibility_ar,Accessibility Statement,ar/accessibility,ar,Legal,,,,,kairali guru,Navigational / Informational,ar,https://kairali.guru/ar/accessibility,"/ar/courses, /ar/contact",supporting semantic term
accessibility_ru,Accessibility Statement,ru/accessibility,ru,Legal,,,,,kairali guru,Navigational / Informational,ru,https://kairali.guru/ru/accessibility,"/ru/courses, /ru/contact",supporting semantic term
grievance_en,Grievance Officer Details,en/grievance,en,Legal,,,,,kairali guru,Navigational / Informational,en,https://kairali.guru/en/grievance,"/en/courses, /en/contact",supporting semantic term
grievance_de,Grievance Officer Details,de/grievance,de,Legal,,,,,kairali guru,Navigational / Informational,de,https://kairali.guru/de/grievance,"/de/courses, /de/contact",supporting semantic term
grievance_fr,Grievance Officer Details,fr/grievance,fr,Legal,,,,,kairali guru,Navigational / Informational,fr,https://kairali.guru/fr/grievance,"/fr/courses, /fr/contact",supporting semantic term
grievance_ar,Grievance Officer Details,ar/grievance,ar,Legal,,,,,kairali guru,Navigational / Informational,ar,https://kairali.guru/ar/grievance,"/ar/courses, /ar/contact",supporting semantic term
grievance_ru,Grievance Officer Details,ru/grievance,ru,Legal,,,,,kairali guru,Navigational / Informational,ru,https://kairali.guru/ru/grievance,"/ru/courses, /ru/contact",supporting semantic term
sitemap_en,Sitemap,en/sitemap,en,Legal,,,,,kairali guru,Navigational / Informational,en,https://kairali.guru/en/sitemap,"/en/courses, /en/contact",supporting semantic term
sitemap_de,Sitemap,de/sitemap,de,Legal,,,,,kairali guru,Navigational / Informational,de,https://kairali.guru/de/sitemap,"/de/courses, /de/contact",supporting semantic term
sitemap_fr,Sitemap,fr/sitemap,fr,Legal,,,,,kairali guru,Navigational / Informational,fr,https://kairali.guru/fr/sitemap,"/fr/courses, /fr/contact",supporting semantic term
sitemap_ar,Sitemap,ar/sitemap,ar,Legal,,,,,kairali guru,Navigational / Informational,ar,https://kairali.guru/ar/sitemap,"/ar/courses, /ar/contact",supporting semantic term
sitemap_ru,Sitemap,ru/sitemap,ru,Legal,,,,,kairali guru,Navigational / Informational,ru,https://kairali.guru/ru/sitemap,"/ru/courses, /ru/contact",supporting semantic term
course-calendar_en,Course Calendar,en/course-calendar,en,Utility,,,,,kairali guru,Navigational / Informational,en,https://kairali.guru/en/course-calendar,"/en/courses, /en/contact",supporting semantic term
course-calendar_de,Course Calendar,de/course-calendar,de,Utility,,,,,kairali guru,Navigational / Informational,de,https://kairali.guru/de/course-calendar,"/de/courses, /de/contact",supporting semantic term
course-calendar_fr,Course Calendar,fr/course-calendar,fr,Utility,,,,,kairali guru,Navigational / Informational,fr,https://kairali.guru/fr/course-calendar,"/fr/courses, /fr/contact",supporting semantic term
course-calendar_ar,Course Calendar,ar/course-calendar,ar,Utility,,,,,kairali guru,Navigational / Informational,ar,https://kairali.guru/ar/course-calendar,"/ar/courses, /ar/contact",supporting semantic term
course-calendar_ru,Course Calendar,ru/course-calendar,ru,Utility,,,,,kairali guru,Navigational / Informational,ru,https://kairali.guru/ru/course-calendar,"/ru/courses, /ru/contact",supporting semantic term
enquiry_en,Enquiry Form,en/enquiry,en,Utility,,,,,kairali guru,Navigational / Informational,en,https://kairali.guru/en/enquiry,"/en/courses, /en/contact",supporting semantic term
enquiry_de,Enquiry Form,de/enquiry,de,Utility,,,,,kairali guru,Navigational / Informational,de,https://kairali.guru/de/enquiry,"/de/courses, /de/contact",supporting semantic term
enquiry_fr,Enquiry Form,fr/enquiry,fr,Utility,,,,,kairali guru,Navigational / Informational,fr,https://kairali.guru/fr/enquiry,"/fr/courses, /fr/contact",supporting semantic term
enquiry_ar,Enquiry Form,ar/enquiry,ar,Utility,,,,,kairali guru,Navigational / Informational,ar,https://kairali.guru/ar/enquiry,"/ar/courses, /ar/contact",supporting semantic term
enquiry_ru,Enquiry Form,ru/enquiry,ru,Utility,,,,,kairali guru,Navigational / Informational,ru,https://kairali.guru/ru/enquiry,"/ru/courses, /ru/contact",supporting semantic term
free-consultation_en,Free Consultation,en/free-consultation,en,Utility,,,,,kairali guru,Navigational / Informational,en,https://kairali.guru/en/free-consultation,"/en/courses, /en/contact",supporting semantic term
free-consultation_de,Free Consultation,de/free-consultation,de,Utility,,,,,kairali guru,Navigational / Informational,de,https://kairali.guru/de/free-consultation,"/de/courses, /de/contact",supporting semantic term
free-consultation_fr,Free Consultation,fr/free-consultation,fr,Utility,,,,,kairali guru,Navigational / Informational,fr,https://kairali.guru/fr/free-consultation,"/fr/courses, /fr/contact",supporting semantic term
free-consultation_ar,Free Consultation,ar/free-consultation,ar,Utility,,,,,kairali guru,Navigational / Informational,ar,https://kairali.guru/ar/free-consultation,"/ar/courses, /ar/contact",supporting semantic term
free-consultation_ru,Free Consultation,ru/free-consultation,ru,Utility,,,,,kairali guru,Navigational / Informational,ru,https://kairali.guru/ru/free-consultation,"/ru/courses, /ru/contact",supporting semantic term
gallery_en,Gallery,en/gallery,en,Trust,,,,,kairali guru,Navigational / Informational,en,https://kairali.guru/en/gallery,"/en/courses, /en/contact",supporting semantic term
gallery_de,Gallery,de/gallery,de,Trust,,,,,kairali guru,Navigational / Informational,de,https://kairali.guru/de/gallery,"/de/courses, /de/contact",supporting semantic term
gallery_fr,Gallery,fr/gallery,fr,Trust,,,,,kairali guru,Navigational / Informational,fr,https://kairali.guru/fr/gallery,"/fr/courses, /fr/contact",supporting semantic term
gallery_ar,Gallery,ar/gallery,ar,Trust,,,,,kairali guru,Navigational / Informational,ar,https://kairali.guru/ar/gallery,"/ar/courses, /ar/contact",supporting semantic term
gallery_ru,Gallery,ru/gallery,ru,Trust,,,,,kairali guru,Navigational / Informational,ru,https://kairali.guru/ru/gallery,"/ru/courses, /ru/contact",supporting semantic term
about_en,About Us,en/about,en,Trust,,,,,kairali guru,Navigational / Informational,en,https://kairali.guru/en/about,"/en/courses, /en/contact",supporting semantic term
about_de,About Us,de/about,de,Trust,,,,,kairali guru,Navigational / Informational,de,https://kairali.guru/de/about,"/de/courses, /de/contact",supporting semantic term
about_fr,About Us,fr/about,fr,Trust,,,,,kairali guru,Navigational / Informational,fr,https://kairali.guru/fr/about,"/fr/courses, /fr/contact",supporting semantic term
about_ar,About Us,ar/about,ar,Trust,,,,,kairali guru,Navigational / Informational,ar,https://kairali.guru/ar/about,"/ar/courses, /ar/contact",supporting semantic term
about_ru,About Us,ru/about,ru,Trust,,,,,kairali guru,Navigational / Informational,ru,https://kairali.guru/ru/about,"/ru/courses, /ru/contact",supporting semantic term
